date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_agg.us,w_dbc.us,w_efa.us,w_iau.us,w_ief.us,w_ivv.us,w_lqd.us,w_shy.us,w_spy.us,w_vt.us,w_vwo.us,w_xlk.us
2007-09-01,0.06229818745425586,0.06029818745425586,0.5,2,True,0.002,1.1013843584375187,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2007-10-01,0.02508709467478276,0.02508709467478276,0.0,0,False,0.0,1.1676586104433273,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2007-11-01,-0.024940822506403726,-0.024940822506403726,0.0,0,False,0.0,1.196951772551344,-0.01827694428556781,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2007-12-01,0.0,-0.002,0.5,2,True,0.002,1.1658654217311955,-0.04377353321923605,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,0.013130649160060903,0.013130649160060903,0.0,0,False,0.0,1.1385344116609626,-0.06619004434124953,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,0.0017542956885355787,0.0017542956885355787,0.0,0,False,0.0,1.153484107577139,-0.053928513431322544,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,0.0018277773579610246,0.0018277773579610246,0.0,0,False,0.0,1.1587753334099284,-0.04958872421661675,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,-0.009381894744767583,-0.009381894744767583,0.0,0,False,0.0,1.160893316727299,-0.04785158400598888,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,-0.0011658544237329038,-0.003165854423732904,0.5,2,True,0.002,1.1477019339442198,-0.05867097114578923,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2008-06-01,-0.0011880070883098504,-0.0031880070883098504,0.5,2,True,0.002,1.149598399562671,-0.057115516644865805,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2008-07-01,-0.05152096548968999,-0.053520965489689994,0.5,3,True,0.002,1.143644330771894,-0.06199896035685115,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2008-08-01,0.00846385492193591,0.004463854921935909,1.0,5,True,0.004,1.080383779991021,-0.11388437683140062,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,-0.0016254359309036404,-0.0016254359309036404,0.0,0,False,0.0,1.08838972656132,-0.10731801174375177,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0028993178230227734,0.0008993178230227734,0.5,2,True,0.002,1.0844473775553551,-0.11055147110408925,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2008-11-01,0.0037738263595895605,0.0037738263595895605,0.0,0,False,0.0,1.0887551939499511,-0.10701826051754648,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2008-12-01,0.009431901086419003,0.007431901086419003,0.5,2,True,0.002,1.0906782390660197,-0.10544100588547434,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,-0.008742571511026864,-0.010742571511026864,0.5,2,True,0.002,1.1090173270593306,-0.09039954313260745,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2009-02-01,-0.004020888663729294,-0.006020888663729294,0.5,2,True,0.002,1.102474004265067,-0.09576628471353021,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.011254452643987056,0.011254452643987056,0.0,0,False,0.0,1.0918629211659816,-0.10446934624312654,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,0.0767509037467482,0.0747509037467482,0.5,2,True,0.002,1.1019429382245578,-0.09620185763136258,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2009-05-01,0.16430934784000462,0.16230934784000461,0.5,2,True,0.002,1.1841450185014182,-0.028780864333137757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
2009-06-01,-0.0025622559975596038,-0.004562255997559604,0.5,2,True,0.002,1.3759536920108975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2009-07-01,0.06918885119066209,0.06918885119066209,0.0,0,False,0.0,1.3724281464111783,-0.008374274048517427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2009-08-01,-0.03760581769651783,-0.03960581769651783,0.5,2,True,0.002,1.4614348786057252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
2009-09-01,0.04231493975439837,0.04031493975439837,0.5,2,True,0.002,1.4008561451913033,-0.0414515448490026,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2009-10-01,0.040175408172978266,0.03617540817297826,1.0,4,True,0.004,1.4542927554253333,-0.04786457501666064,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2009-11-01,0.09807960684491308,0.09767960684491309,0.09999999999999999,2,True,0.00039999999999999996,1.4898848734718608,-0.053500287326122664,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1
2009-12-01,-0.007422598003999671,-0.007422598003999671,0.0,0,False,0.0,1.6353577912277217,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1
2010-01-01,-0.01516981324063892,-0.017169813240638918,0.5,2,True,0.002,1.4953258597651744,-0.09308911561230071,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1
2010-02-01,0.010261057442824396,0.008261057442824396,0.5,2,True,0.002,1.4667573681238668,-0.11041582460408506,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2010-03-01,0.07004312033949256,0.06644312033949255,0.9,5,True,0.0036,1.4764733414738331,-0.10452311437911177,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.4
2010-04-01,0.01983975981256434,0.01783975981256434,0.5,2,True,0.002,1.5767303611259198,-0.043717516880097285,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.4
2010-05-01,-0.004600050338421936,-0.006200050338421936,0.4,3,True,0.0016,1.60033479077336,-0.029401497380247887,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1
2010-06-01,-0.0014849813400980138,-0.003484981340098014,0.5,2,True,0.002,1.5872435642789802,-0.037341289045191295,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2010-07-01,0.007250377667076901,0.007250377667076901,0.0,0,False,0.0,1.5848865372038354,-0.03877081926784187,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2010-08-01,-0.03388764790585779,-0.03748764790585779,0.9,5,True,0.0036,1.5967377790416706,-0.031583074773186004,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.4
2010-09-01,0.03481527693014741,0.03121527693014741,0.9,5,True,0.0036,1.5315411615895993,-0.07112463797589141,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2010-10-01,0.02806434430295506,0.02606434430295506,0.5,2,True,0.002,1.5816924668777403,-0.04070801384340428,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1
2010-11-01,0.006454362303195517,0.006454362303195517,0.0,0,False,0.0,1.6260816288495883,-0.013786113256839538,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1
2010-12-01,0.010891584830054236,0.008891584830054236,0.5,2,True,0.002,1.6333037949191205,-0.03250101667963967,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1
2011-01-01,-0.01755185996578649,-0.01755185996578649,0.0,0,False,0.0,1.6233183850117827,-0.03841594442513274,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1
2011-02-01,-0.0052186420514338085,-0.006818642051433808,0.4,3,True,0.0016,1.5922744062333085,-0.05680506346093339,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2011-03-01,-0.0025023905395543666,-0.0061023905395543665,0.9,5,True,0.0036,1.5782626224337033,-0.06510504208266565,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1
2011-04-01,0.024914513174212716,0.023314513174212716,0.4,2,True,0.0016,1.5717942918696277,-0.06893660315782557,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1
2011-05-01,-0.03214009638999863,-0.03574009638999863,0.9,5,True,0.0036,1.6162570871026238,-0.042598753875086715,0.0,0.0,0.1,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,-0.019906779480541113,-0.022306779480541113,0.6,4,True,0.0024000000000000002,1.5549380816030367,-0.07892149779058955,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2011-07-01,0.01099928463877406,0.00899928463877406,0.5,2,True,0.002,1.5209363035624561,-0.09906269000950274,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2011-08-01,0.07033267312634607,0.06833267312634607,0.5,2,True,0.002,1.5345901838530192,-0.09097471804703516,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2011-09-01,-0.030476210180863307,-0.030476210180863307,0.0,0,False,0.0,1.6425220136368528,-0.027040540027852833,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2011-10-01,0.020906942053065772,0.020906942053065772,0.0,0,False,0.0,1.5771535116033033,-0.06576203167893035,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2011-11-01,0.019521680302963196,0.017521680302963194,0.5,2,True,0.002,1.606906714741824,-0.04813751266624522,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1
2011-12-01,0.012143734964371045,0.008543734964371046,0.9,5,True,0.0036,1.6323784394616452,-0.033049157489146275,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2012-01-01,0.04011495178451829,0.03811495178451829,0.5,2,True,0.002,1.6415004182435762,-0.02764568923979649,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.4
2012-02-01,0.020388999862127766,0.016788999862127767,0.9,5,True,0.0036,1.6978002661705038,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1
2012-03-01,0.040578587435852236,0.036978587435852237,0.9,5,True,0.0036,1.7261800153873463,-0.014880297316230418,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.4
2012-04-01,-0.012170418080053681,-0.01257041808005368,0.1,2,True,0.0004,1.780576342142079,-0.007138044293890533,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4
2012-05-01,-0.025425586268080516,-0.027825586268080515,0.6,4,True,0.0024000000000000002,1.7539827354303241,-0.021966827393045785,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2012-06-01,0.029346641707962508,0.029346641707962508,0.0,0,False,0.0,1.709386696077917,-0.04683389419620809,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2012-07-01,0.00836852367475005,0.00636852367475005,0.5,2,True,0.002,1.7511509866582982,-0.023545830526648936,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.4
2012-08-01,0.019507620778250426,0.017507620778250424,0.5,2,True,0.002,1.758749376229758,-0.01930891478673713,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.4
2012-09-01,0.01646569862601617,0.01646569862601617,0.0,0,False,0.0,1.7959974728991341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.4
2012-10-01,-0.02024014313848237,-0.02224014313848237,0.5,2,True,0.002,1.8219186863689354,-0.0074512451581207895,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.4
2012-11-01,0.004235084945428302,0.0022350849454283016,0.5,2,True,0.002,1.781472705787412,-0.029485492879986808,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2012-12-01,0.03982757431181607,0.03982757431181607,0.0,0,False,0.0,1.789603307315531,-0.025056086406894718,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2013-01-01,-0.004115695650751638,-0.006115695650751638,0.5,2,True,0.002,1.7847226789907087,-0.027714965534098246,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.4
2013-02-01,0.002465540982908254,-0.0007344590170917462,0.8,4,True,0.0032,1.7681463168588925,-0.036745471514874284,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.0,0.1
2013-03-01,0.012226575581717136,0.010226575581717136,0.5,2,True,0.002,1.7689607425587521,-0.03630178694192665,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.1
2013-04-01,0.015574852180191834,0.013574852180191834,0.5,2,True,0.002,1.7870078966291805,-0.026470019786201893,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.1
2013-05-01,0.0090564787442187,0.0070564787442187,0.5,2,True,0.002,1.8112105999030874,-0.013284819382884172,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1
2013-06-01,-0.008457246939447927,-0.010457246939447927,0.5,2,True,0.002,1.8194173936028264,-0.03728401388601987,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.0,0.1
2013-07-01,0.027724318591824004,0.027724318591824004,0.0,0,False,0.0,1.800422071156362,-0.04733508883171367,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.0,0.1
2013-08-01,-0.017221121894821848,-0.017221121894821848,0.0,0,False,0.0,1.8503375462568525,-0.02092310332323244,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.0,0.1
2013-09-01,0.018712194023678252,0.018712194023678252,0.0,0,False,0.0,1.819215829642879,-0.037390668272829664,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.0,0.1
2013-10-01,0.03155436567356107,0.029554365673561067,0.5,2,True,0.002,1.8495508345196672,-0.021339379417170456,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1
2013-11-01,0.024757503797650873,0.022757503797650874,0.5,2,True,0.002,1.904096413408172,-0.011709909142828545,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.1
2013-12-01,0.010030555362238748,0.008030555362238748,0.5,2,True,0.002,1.9561541065398558,-0.00029213777317260714,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.0,0.1
2014-01-01,-0.011281537788487742,-0.013281537788487742,0.5,2,True,0.002,1.9432050483946561,-0.01682030369679577,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.1
2014-02-01,0.03420406213969516,0.03420406213969516,0.0,0,False,0.0,1.932080426548938,-0.022448892577211055,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.1
2014-03-01,0.022694912799810354,0.020694912799810353,0.5,2,True,0.002,2.003112697207715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.1
2014-04-01,-0.0007212714184047786,-0.0027212714184047786,0.5,2,True,0.002,2.0403870668309008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.1
2014-05-01,0.020989790059421032,0.01898979005942103,0.5,2,True,0.002,2.034837563169199,-0.008726416812781634,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1
2014-06-01,0.03146036428124286,0.029460364281242858,0.5,2,True,0.002,2.074804742701713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.1
2014-07-01,-0.0037573538440471167,-0.0037573538440471167,0.0,0,False,0.0,2.135798698008121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.1
2014-08-01,0.025730044789557517,0.023730044789557515,0.5,2,True,0.002,2.123518199066929,-0.028959049254659863,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.1
2014-09-01,-0.05662683663752412,-0.05982683663752412,0.8,4,True,0.0032,2.1833848446396136,-0.0015832704831957312,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.4
2014-10-01,0.02179913072838129,0.01979913072838129,0.5,2,True,0.002,2.0490491674318627,-0.06900501625834776,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2014-11-01,0.020278784266585137,0.020278784266585137,0.0,0,False,0.0,2.0904625947146687,-0.050188633678243555,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2014-12-01,-0.0004340261451479593,-0.0004340261451479593,0.0,0,False,0.0,2.1328546346902524,-0.030927613886654548,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2015-01-01,0.007230519176550732,0.007230519176550732,0.0,0,False,0.0,2.0932106082808413,-0.0489400609811973,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2015-02-01,0.029142244042417068,0.027142244042417066,0.5,2,True,0.002,2.098955443298485,-0.04632986857153776,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2015-03-01,-0.01815553645428173,-0.020155536454281732,0.5,2,True,0.002,2.152492477780691,-0.022005068884174972,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2015-04-01,0.010794878762927774,0.008794878762927774,0.5,2,True,0.002,2.1049676244955347,-0.043598206186484245,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2015-05-01,0.004052240015620013,0.0020522400156200125,0.5,2,True,0.002,2.1234351138122474,-0.0352074168440738,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2015-06-01,-0.024612751415234713,-0.02661275141523471,0.5,2,True,0.002,2.127775702985909,-0.03323525004037198,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2015-07-01,0.008304762042638414,0.006304762042638414,0.5,2,True,0.002,2.0712544779638584,-0.05891593052712352,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2015-08-01,-0.039734798863663136,-0.04173479886366314,0.5,2,True,0.002,2.093365430755526,-0.04886971667243556,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2015-09-01,0.014755882102023877,0.014755882102023877,0.0,0,False,0.0,2.0061656044634772,-0.08848936179924793,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2015-10-01,0.04995238860971288,0.04995238860971288,0.0,0,False,0.0,2.0357683476000754,-0.07503921828721727,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2015-11-01,0.006694909723968157,0.004694909723968157,0.5,2,True,0.002,2.1297621006968877,-0.03233272103617291,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.4
2015-12-01,-0.030300625267077608,-0.030300625267077608,0.0,0,False,0.0,2.1397326243631927,-0.027802567408750978,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.4
2016-01-01,-0.009642534253925916,-0.011642534253925916,0.5,2,True,0.002,2.08913553840989,-0.05079158785939675,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2016-02-01,0.014702278150397331,0.012702278150397331,0.5,2,True,0.002,2.060723289473909,-0.0637008248150771,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2016-03-01,0.003337973438317765,0.001337973438317765,0.5,3,True,0.002,2.086838575233824,-0.05183522372170124,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,-0.017541101654291503,-0.021541101654291503,1.0,5,True,0.004,2.0854291694201392,-0.0524755937838024,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.4
2016-05-01,0.011086158336995722,0.009086158336995722,0.5,2,True,0.002,2.044472703821674,-0.07108435370523869,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2016-06-01,0.014512029271626026,0.012512029271626026,0.5,2,True,0.002,2.058877768276387,-0.06453934592261867,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.4
2016-07-01,0.0325426601729403,0.0325426601729403,0.0,0,False,0.0,2.0887562627163136,-0.050963913528193405,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.4
